x,y,z,c,t
140,111,21,2,1
48,144,148,8,2
99,138,135,6,5
123,125,123,3,3
122,59,48,4,2
18,76,67,6,2
130,54,103,4,5
15,110,98,6,1
7,1,116,3,2
109,74,26,5,4
38,34,27,1,1
36,16,83,5,3
126,39,104,2,2
99,98,51,4,2
41,27,107,8,3
34,18,111,7,3
50,12,43,8,5
40,58,97,8,6
72,148,26,5,4
5,34,63,8,6
42,137,83,7,5
46,43,149,8,2
64,20,125,4,2
44,37,136,8,6
41,99,31,6,1
97,49,83,4,2
34,71,118,12,12
22,147,124,8,3
139,65,41,2,2
143,16,43,11,4
51,38,60,4,3
147,29,61,7,4
139,64,91,8,6
20,43,108,4,5
62,65,78,6,8
145,46,74,6,4
116,137,56,4,2
109,133,76,4,3
128,124,25,4,2
70,129,76,6,2
2,119,147,7,6
143,141,147,8,7
78,149,121,5,6
133,102,75,6,4
2,53,108,5,5
42,8,13,1,0
111,9,108,8,4
47,20,1,6,4
95,55,110,3,2
96,92,145,6,4
36,104,59,7,3
15,22,135,4,2
131,16,6,3,2
123,92,77,5,2
15,140,67,7,3
149,145,118,7,10
4,26,31,8,7
147,5,109,4,4
137,81,45,2,1
74,15,136,8,5
69,143,103,8,8
124,13,107,5,4
133,27,44,8,6
48,63,18,5,5
41,71,36,5,4
26,80,62,5,2
135,25,111,5,3
35,26,128,7,4
5,98,87,3,2
135,55,145,5,5
24,9,119,7,3
102,32,138,6,3
2,54,127,7,3
111,92,107,2,1
49,63,125,6,5
128,1,78,5,3
89,103,26,3,2
135,129,145,7,1
136,103,145,7,7
6,62,54,3,3
9,29,28,8,6
85,93,93,6,3
10,83,34,1,1
49,19,69,2,2
60,87,53,5,2
20,134,89,6,4
106,135,118,5,2
52,28,2,4,2
115,24,78,8,7
147,150,87,6,4
7,5,84,5,3
45,67,7,3,3
93,95,141,6,5
31,36,82,6,4
146,147,43,8,6
30,146,110,4,2
60,108,81,7,3
8,30,7,1,0
117,84,19,3,2
21,89,24,4,1
33,4,103,4,3
101,150,114,4,2
120,23,139,0,0
145,10,94,6,2
55,72,45,6,1
22,99,128,8,4
57,109,73,5,5
2,2,95,4,4
58,119,112,6,5
29,22,149,9,14
92,59,1,6,3
140,16,123,5,5
132,2,103,6,4
47,57,40,5,4
53,69,114,6,3
73,56,102,4,1
129,43,89,6,5
6,100,19,1,0
144,123,49,7,4
126,88,45,7,2
136,15,119,4,2
94,150,27,6,5
28,22,38,6,2
40,64,30,1,0
132,42,12,0,0
66,141,60,6,3
142,30,4,2,1
12,117,109,4,2
15,110,144,5,6
36,91,17,7,4
135,41,20,8,4
124,140,116,7,6
128,129,150,0,0
56,144,64,9,6
78,77,122,6,6
88,81,108,6,1
145,137,43,6,3
82,114,39,6,3
8,134,116,7,10
109,114,1,8,4
121,65,150,4,2
120,78,3,6,7
33,29,17,5,3
104,120,22,4,4
7,80,7,8,1
37,72,68,8,3
5,53,146,6,2
92,31,70,2,1
35,70,35,4,3
52,72,32,7,4
77,137,94,7,4
20,85,124,8,5
145,87,118,3,3
145,123,37,6,5
91,46,3,5,5
29,87,114,5,2
124,134,147,6,2
67,113,117,5,3
139,60,121,8,7
93,67,52,1,0
23,24,17,4,2
47,56,136,6,2
12,105,62,2,1
33,30,108,6,1
143,86,143,9,3
128,3,9,3,2
106,145,8,8,6
121,102,28,7,4
48,124,40,4,4
15,18,91,7,3
39,31,121,6,3
55,125,50,1,0
58,130,18,3,4
108,5,59,4,2
149,150,119,6,5
75,25,140,7,3
55,74,142,7,2
97,57,74,4,2
89,145,46,7,6
37,95,30,6,1
54,140,87,3,2
77,76,74,6,3
34,135,120,6,3
21,78,53,6,2
59,75,136,8,7
43,116,72,8,6
131,21,15,1,0
80,53,90,4,2
144,131,64,10,11
63,30,136,5,3
123,43,129,7,3
73,147,144,5,2
95,131,129,5,3
30,4,1,4,3
72,57,86,9,6
68,91,66,7,5
53,50,108,6,3
128,77,124,0,1
69,3,126,8,7
26,93,68,7,2
65,138,86,7,3
95,126,104,8,4
76,70,107,5,3
47,51,44,4,3
136,71,71,7,6
123,67,50,5,2
93,119,77,4,4
126,114,11,8,3
48,7,30,3,2
132,144,75,2,2
60,105,142,8,6
41,73,123,5,1
114,132,39,5,4
63,52,126,8,4
101,75,35,9,4
80,85,8,1,0
5,34,143,2,2
32,24,104,2,1
121,150,96,8,6
125,39,18,8,8
52,25,104,3,3
97,146,40,6,5
21,118,135,4,1
22,60,89,8,4
69,114,113,8,8
9,11,85,8,6
24,2,146,1,1
83,136,6,6,2
58,131,81,6,2
37,21,115,6,3
105,144,140,7,4
134,147,50,9,3
69,23,37,6,2
60,36,109,7,6
54,91,8,4,4
134,3,117,4,2
101,35,59,8,2
137,67,128,4,1
113,19,55,5,3
15,122,62,7,5
104,113,54,5,3
97,88,21,6,3
9,93,140,4,1
23,127,76,6,6
22,67,101,7,6
150,82,37,6,4
128,12,118,4,3
36,57,143,8,4
64,147,102,1,2
120,18,48,8,5
119,132,25,6,2
52,93,22,6,3
96,146,128,5,2
124,78,2,6,9
118,3,103,4,2
101,123,136,4,4
138,88,129,9,7
88,83,38,8,9
72,134,95,8,3
8,63,15,8,4
33,138,69,5,5
125,4,89,7,3
65,119,7,6,4
142,12,107,0,0
139,27,118,2,2
117,120,34,6,5
146,76,108,6,6
61,8,148,2,1
88,102,100,5,3
91,144,135,6,4
114,23,30,2,1
148,99,134,7,5
107,41,107,7,4
33,129,120,4,2
94,80,33,7,9
9,76,137,6,3
14,150,75,6,2
3,70,125,8,6
34,37,18,5,2
75,46,19,8,4
128,52,69,6,3
88,71,7,6,4
25,115,120,5,5
75,140,84,6,5
113,143,119,9,5
76,52,127,1,0
22,52,11,8,4
12,103,37,8,7
58,50,26,4,3
142,52,150,7,1
11,126,62,8,3
147,92,142,5,5
144,103,150,12,3
128,79,114,7,5
122,120,37,8,11
68,20,110,8,7
4,148,39,7,10
137,66,24,8,5
149,11,112,3,3
7,84,7,5,1
56,108,104,2,2
56,127,38,5,4
55,107,116,5,5
111,27,60,3,2
18,48,18,5,2
57,141,141,1,1
146,41,49,5,3
95,80,128,2,1
98,74,73,8,2
112,130,2,7,3
117,106,23,4,5
123,73,24,0,0
10,57,68,7,3
114,75,28,2,1
115,38,79,8,5
2,10,78,4,2
13,108,142,7,4
53,89,44,8,8
40,61,111,2,1
28,51,1,4,4
22,126,30,8,2
51,98,34,0,0
39,131,41,8,4
12,95,81,3,2
16,123,3,6,4
113,79,111,7,5
2,83,90,5,3
33,17,94,1,0
127,107,65,8,8
24,123,77,8,3
87,98,12,8,3
39,35,125,2,1
62,30,61,7,7
139,105,94,5,4
56,107,59,1,1
90,114,41,4,3
47,75,85,5,6
48,55,114,8,3
146,27,99,2,1
102,48,102,8,6
90,9,21,3,2
119,52,17,5,3
35,117,97,7,6
86,89,133,2,1
120,143,8,4,1
46,6,27,4,3
90,57,85,8,9
55,74,125,2,1
7,90,103,5,4
23,45,82,8,5
17,92,14,5,3
63,132,121,5,3
147,145,122,5,7
100,81,90,3,2
141,37,117,6,2
143,135,112,5,3
66,145,26,2,1
133,2,100,8,3
82,13,100,9,4
54,116,143,4,3
35,51,28,7,5
45,32,142,3,2
119,60,15,5,4
100,14,104,4,2
62,37,113,2,1
28,3,11,8,3
132,142,45,4,6
104,107,60,2,2
28,11,88,6,5
101,52,129,7,10
92,7,4,6,4
33,119,96,0,0
50,8,64,4,5
24,37,88,9,2
33,136,87,6,5
83,5,138,3,2
65,71,142,5,4
20,43,5,8,5
28,21,9,8,3
108,3,106,8,2
138,11,57,4,2
147,22,71,4,3
54,130,75,5,2
95,46,56,6,4
122,14,47,8,5
95,129,18,4,3
62,17,47,6,3
110,76,132,8,8
77,135,65,6,5
124,50,123,5,7
38,66,137,10,10
78,125,117,1,2
76,69,142,8,5
56,33,93,7,3
26,77,133,7,6
99,84,76,5,3
129,25,105,4,2
87,139,101,3,2
24,18,58,5,3
114,116,2,7,4
146,150,141,2,2
110,56,143,7,10
45,77,125,1,1
96,31,4,5,9
12,43,64,3,3
44,127,49,7,3
118,85,46,8,4
114,66,149,4,2
43,101,89,0,1
29,29,81,6,4
149,99,3,7,6
81,98,67,6,1
117,110,78,4,3
2,17,150,6,2
107,30,112,8,3
128,14,110,8,4
103,141,97,7,4
52,115,20,1,1
75,52,70,5,1
135,24,72,2,2
92,139,28,4,0
118,74,50,4,3
44,149,13,6,4
9,97,46,5,2
36,85,88,6,7
12,28,69,6,4
17,146,93,3,2
143,109,89,4,1
100,20,73,5,2
123,64,68,1,0
27,88,142,4,3
65,127,14,4,1
20,72,51,6,2
103,16,53,8,7
24,88,91,3,2
87,102,109,6,4
44,18,95,5,3
81,59,9,1,1
54,121,81,6,4
47,77,95,6,2
6,34,1,6,3
56,85,96,1,1
12,24,45,3,2
79,141,7,4,4
94,64,136,8,3
12,81,97,6,2
31,132,27,4,2
135,107,135,6,4
48,7,98,7,0
25,63,108,6,0
96,45,67,4,1
132,40,43,4,5
84,76,131,6,5
142,121,125,8,5
77,13,13,8,11
111,69,88,3,2
2,126,78,8,5
79,59,127,1,0
22,59,74,3,2
97,23,78,3,3
96,52,15,4,1
76,119,45,7,3
26,50,107,6,6
148,41,18,6,1
14,38,133,3,2
66,98,6,8,5
70,61,26,4,5
66,22,77,6,5
146,113,44,8,7
3,142,103,8,4
52,116,90,2,1
11,114,60,8,10
14,72,134,3,3
9,142,1,2,1
40,75,127,4,1
141,42,131,7,7
49,39,118,7,7
111,112,116,7,3
89,147,91,5,6
44,62,103,5,3
27,130,90,5,3
76,147,60,8,1
104,87,127,6,4
106,134,139,7,6
122,3,8,6,6
133,130,11,6,5
94,34,11,6,2
81,150,124,2,1
78,57,59,6,2
96,65,128,4,1
122,128,37,2,2
108,76,45,2,2
12,136,45,8,6
49,90,56,3,3
101,1,78,5,2
48,85,123,0,0
68,107,91,6,2
66,121,117,1,0
130,48,80,5,3
122,21,124,8,3
146,9,7,4,0
61,126,13,7,4
56,68,139,6,3
84,86,118,7,4
104,76,50,7,5
147,138,55,3,2
139,33,18,8,4
57,35,78,2,1
42,58,19,7,4
120,32,118,4,4
111,116,98,0,0
56,115,30,7,4
129,120,67,4,3
112,99,58,5,6
33,125,103,0,0
95,133,37,4,3
128,8,78,8,9
3,119,114,5,5
123,106,52,7,3
138,114,90,8,5
21,133,41,4,4
84,76,45,3,2
98,5,142,7,3
110,69,92,6,3
144,102,131,7,2
91,17,98,7,2
98,150,73,4,2
37,46,79,8,7
20,74,112,6,3
21,50,113,2,1
88,103,4,6,4
1,41,52,6,6
59,45,72,3,3
138,31,86,7,4
117,77,65,3,2
150,89,91,5,1
80,25,145,3,2
61,34,18,0,0
93,78,90,2,2
2,70,105,8,4
42,121,144,8,7
92,37,77,0,0
71,13,69,7,4
37,12,74,4,1
119,76,103,7,3
14,40,87,4,2
60,19,29,6,5
70,132,10,6,4
2,85,42,1,1
73,78,52,4,1
73,85,147,3,2
6,135,32,4,5
65,101,46,2,1
13,21,48,3,3
132,74,44,1,0
66,94,61,6,3
117,125,110,0,0
122,106,40,8,2
53,19,137,6,6
101,70,133,8,8
60,118,28,11,8
88,5,145,4,2
7,80,129,2,3
33,122,89,6,2
3,147,143,7,8
81,132,67,6,3
40,71,19,8,9
130,110,29,6,4
30,145,19,8,8
66,128,34,4,1
38,99,116,6,1
5,41,131,8,4
70,102,40,8,3
27,71,77,5,6
135,44,114,4,2
127,45,22,5,5
116,149,112,8,5
30,130,47,8,6
117,121,130,10,6
140,2,117,4,3
75,113,4,7,4
106,131,149,0,0
44,44,77,4,3
30,23,148,6,1
12,72,26,10,8
58,17,69,6,4
137,132,84,2,3
136,80,14,7,2
45,138,86,8,7
116,130,79,8,5
140,69,131,5,2
10,149,7,9,4
58,119,91,4,3
107,62,40,4,1
48,6,100,4,2
129,38,81,0,0
25,119,18,8,4
35,146,117,5,0
57,134,111,1,1
147,55,142,6,0
64,127,17,8,2
26,15,106,2,1
117,94,28,7,5
69,53,90,0,1
15,73,3,7,8
39,28,1,3,1
9,23,5,9,6
123,101,83,4,3
121,91,70,8,7
15,18,48,6,2
67,33,21,5,2
29,140,55,4,3
105,147,68,7,6
136,148,62,4,3
79,70,49,2,1
18,115,62,5,3
105,15,119,4,2
13,32,42,5,3
94,113,22,6,10
120,60,11,8,4
4,65,98,1,1
97,44,79,3,2
136,138,131,1,0
141,69,97,4,4
94,71,44,4,1
59,16,110,8,8
79,39,111,6,7
23,41,98,7,3
145,86,43,8,6
52,65,62,0,0
90,145,102,5,3
67,6,27,8,3
108,110,45,8,4
8,48,105,5,1
21,29,134,4,2
61,71,71,8,8
43,19,135,7,2
128,66,91,8,4
126,112,91,5,4
16,90,141,12,5
64,146,115,8,5
48,141,46,4,2
17,49,134,8,3
77,107,114,6,5
25,76,105,2,1
87,103,46,4,3
74,52,149,7,2
14,31,127,5,3
106,40,60,6,3
117,2,48,0,0
126,75,7,5,4
64,73,112,8,5
40,130,78,6,1
117,79,84,3,1
118,148,14,4,3
113,117,58,6,5
13,89,45,10,9
16,84,12,6,3
148,140,81,6,5
49,146,90,4,2
51,56,102,8,7
37,89,97,8,2
19,15,87,5,3
143,147,74,6,5
96,54,107,8,3
49,87,99,8,3
94,37,40,5,4
111,109,10,7,2
131,91,117,8,6
114,28,149,10,8
42,127,140,0,0
31,62,2,8,1
11,106,39,8,7
7,74,149,5,3
50,62,40,8,5
70,29,120,6,3
120,81,85,6,3
24,47,17,8,3
100,59,89,1,0
143,14,111,1,0
52,109,55,5,5
145,45,97,4,4
101,141,115,8,8
11,143,11,3,3
55,54,101,8,10
41,45,76,3,3
82,89,46,4,3
100,121,81,8,9
144,143,150,1,0
48,67,110,4,3
70,109,127,6,6
102,102,1,6,4
66,68,138,7,4
61,37,111,7,5
28,131,120,7,7
52,90,130,7,5
139,126,44,7,2
69,44,71,8,5
28,120,24,2,2
80,136,3,1,0
85,136,101,3,2
12,61,31,6,4
39,121,92,7,5
142,69,76,6,4
108,6,123,4,4
130,22,88,4,4
71,116,68,3,2
3,70,70,4,4
132,42,103,9,3
37,30,7,6,4
39,34,117,8,6
149,83,115,6,5
84,63,147,8,5
79,10,54,3,2
76,3,111,8,7
47,135,145,8,5
99,101,106,8,8
57,40,25,5,2
12,33,145,4,1
49,34,77,6,1
150,32,9,6,3
106,149,28,8,8
43,114,45,5,3
119,45,88,4,2
32,97,110,6,4
73,126,64,1,1
44,131,136,3,2
141,33,82,5,3
74,106,138,5,3
109,125,3,5,2
94,74,2,6,4
26,39,98,5,3
87,17,104,6,4
66,98,114,1,0
116,50,47,8,9
57,137,27,7,4
46,127,35,1,1
35,144,146,5,3
70,30,63,3,2
68,110,47,6,1
66,103,96,4,3
101,13,46,6,5
4,107,133,7,7
91,58,99,7,6
70,70,52,6,3
138,2,37,9,5
131,135,7,4,3
97,129,28,7,3
58,99,6,5,5
144,6,129,7,2
36,74,57,6,4
17,112,24,7,3
46,66,137,3,3
83,39,144,4,5
148,56,31,8,5
57,150,11,8,4
107,148,19,9,5
14,81,102,5,2
50,33,131,8,5
12,109,71,7,6
11,52,59,1,1
15,87,86,5,2
43,86,39,4,3
109,106,29,2,1
7,57,35,4,2
99,46,106,7,6
41,88,55,5,3
136,119,20,6,4
91,25,148,3,1
50,128,40,4,5
120,41,125,4,3
31,100,119,5,4
70,82,32,7,4
113,68,47,6,3
120,42,61,5,5
122,90,26,5,4
21,90,135,8,5
105,38,77,7,3
78,105,7,3,2
82,9,95,8,4
89,85,74,1,1
67,98,20,8,11
27,138,110,3,3
54,107,88,6,3
137,93,48,4,3
99,109,114,2,1
54,149,88,3,2
76,61,10,0,0
45,82,94,5,4
16,135,34,3,2
50,104,12,3,2
24,46,51,2,1
23,106,48,7,4
130,29,51,6,6
143,121,48,7,3
33,25,32,5,6
88,113,20,4,4
128,146,135,5,4
31,126,48,6,4
36,143,66,6,4
69,125,117,8,4
129,92,107,7,2
81,141,96,7,2
65,122,48,1,2
41,84,71,8,7
148,130,38,8,4
11,72,143,5,4
72,75,71,2,2
74,30,137,8,10
126,147,89,6,6
101,71,73,6,3
55,102,96,6,8
101,72,76,8,9
150,6,105,6,2
16,4,50,5,3
3,125,143,3,3
57,8,139,4,2
125,35,24,8,8
144,55,122,4,3
114,1,73,5,4
15,136,98,0,1
135,117,104,6,5
75,73,48,2,2
136,4,6,2,2
101,70,130,6,3
122,126,54,2,2
146,71,72,2,1
91,21,77,5,2
102,128,26,1,0
150,100,35,5,4
125,67,83,5,4
31,103,96,7,7
104,89,5,8,8
118,112,21,1,0
77,73,28,4,2
135,42,140,2,1
2,37,63,4,3
123,82,56,6,7
102,78,15,8,3
29,89,128,8,7
90,105,40,6,2
47,70,11,8,5
75,54,80,8,5
69,55,112,7,4
143,129,128,5,4
52,60,79,8,6
47,33,148,8,8
51,61,27,7,7
111,149,21,6,5
19,101,99,3,2
6,99,68,8,8
89,36,84,8,3
139,101,30,5,4
6,89,86,5,4
42,123,127,6,4
21,108,92,5,1
49,80,8,8,4
89,114,7,5,3
12,65,53,6,2
55,18,75,7,3
5,22,75,8,8
81,110,19,6,6
104,89,74,2,2
122,50,20,5,2
15,10,84,7,4
85,149,55,6,2
81,131,20,7,5
1,11,43,9,7
66,106,1,8,4
117,30,63,6,7
54,77,87,8,2
52,38,140,7,8
149,126,145,1,0
26,30,100,7,5
30,23,97,5,2
17,103,129,4,5
48,131,126,6,4
55,122,69,7,3
14,145,141,8,6
57,149,13,7,4
36,101,1,7,4
80,95,2,3,2
124,28,146,7,4
140,56,117,7,8
139,126,146,8,5
55,99,124,7,2
62,64,86,8,9
56,134,50,2,1
6,133,104,9,5
89,68,94,7,5
71,143,125,4,2
10,95,41,1,0
143,140,6,5,2
50,78,68,8,4
63,146,69,8,7
107,74,119,8,5
135,117,68,5,6
74,100,98,8,5
130,11,122,8,4
45,117,93,8,8
120,15,74,1,1
147,81,108,4,2
64,92,96,6,1
1,116,40,5,3
143,50,80,6,3
133,110,107,4,0
51,35,46,6,3
72,65,124,10,7
66,47,13,7,4
124,110,47,4,3
11,6,63,5,4
99,24,29,4,1
72,16,149,1,1
36,125,123,5,2
109,57,123,6,4
66,14,77,5,3
8,94,69,6,1
4,112,38,5,3
150,61,139,8,6
145,76,79,8,4
10,100,106,8,1
47,106,94,2,1
128,14,67,8,3
134,91,24,8,3
42,100,9,4,3
144,1,130,8,4
20,95,14,5,2
110,31,96,6,1
129,35,137,3,2
23,126,24,4,3
149,147,102,6,8
124,125,30,7,3
68,37,68,7,3
99,82,6,2,2
75,5,139,1,1
16,137,88,4,4
18,32,115,1,0
80,8,71,5,2
66,150,89,4,2
34,81,149,3,1
117,146,53,5,2
108,124,92,7,2
24,45,63,8,4
50,129,109,4,2
79,38,64,2,2
91,140,8,5,6
85,23,80,7,10
91,68,84,5,4
44,122,69,7,2
30,28,87,1,0
142,45,13,3,2
149,140,21,6,2
45,19,1,8,4
74,110,112,4,1
92,131,66,8,9
97,30,52,5,2
87,100,147,5,4
55,116,51,1,2
120,121,90,3,3
109,89,132,6,5
31,105,72,6,1
40,124,122,5,5
141,15,5,8,3
124,13,14,7,6
48,85,3,8,8
100,34,122,5,5
115,22,22,5,2
82,3,20,7,3
5,4,21,7,5
76,111,43,6,5
72,71,93,1,1
77,86,108,0,0
89,25,9,4,1
17,53,125,2,2
91,22,71,3,1
27,49,125,4,2
60,24,8,4,2
137,21,110,6,2
60,140,13,4,2
69,25,84,2,1
75,38,5,8,5
108,16,137,2,2
92,76,129,4,3
132,138,53,2,2
19,23,134,5,3
97,34,138,4,3
47,30,77,8,5
32,45,69,7,6
125,127,113,1,0
38,124,7,3,2
106,77,82,5,4
138,106,132,5,5
27,145,61,5,2
46,63,27,3,2
95,85,53,8,3
31,3,115,3,4
120,81,94,5,4
16,59,127,8,3
71,85,86,5,3
98,109,55,7,5
13,32,134,6,4
122,26,128,5,4
44,15,27,4,1
78,23,114,2,1
68,106,98,4,2
11,17,23,5,5
39,15,35,8,6
71,117,31,8,4
141,68,23,8,3
120,135,118,6,3
38,47,17,8,3
122,56,100,5,3
107,106,86,6,6
45,125,68,3,2
53,27,19,6,5
118,82,40,7,7
30,17,89,6,8
9,61,1,8,3
5,1,146,5,1
82,58,41,5,4
114,102,9,6,4
70,110,112,7,6
22,92,139,5,6
55,76,42,7,1
59,51,27,5,3
53,84,80,8,2
12,99,27,3,2
118,112,119,6,4
132,55,102,9,4
143,107,65,5,4
29,69,129,6,2
82,64,123,0,0
56,144,113,4,1
94,146,21,3,3
75,12,8,6,4
109,48,73,2,1
45,12,42,6,7
15,124,51,3,2
38,89,133,9,4
114,49,132,3,1
47,33,15,8,5
94,118,150,4,1
88,136,11,8,5
19,97,127,6,3
129,144,119,2,1
73,12,77,7,3
52,75,113,6,7
125,146,23,5,2
130,144,81,4,3
17,85,102,4,3
59,110,21,2,2
16,7,17,3,2
98,3,8,3,2
45,57,135,7,7
128,123,77,6,3
86,52,75,6,3
34,142,63,4,3
7,128,136,8,6
125,13,14,2,1
58,109,108,4,2
75,60,116,5,3
44,68,25,6,4
77,29,74,7,5
12,90,98,6,3
128,141,53,5,2
124,115,27,8,3
117,6,62,8,4
65,63,101,4,2
34,114,26,6,2
13,46,55,6,4
82,61,100,7,6
64,90,33,6,4
56,89,66,3,2
22,102,20,8,3
131,50,121,6,3
118,141,103,7,4
21,55,114,5,4
137,2,117,8,5
143,109,127,8,4
133,135,141,6,5
26,99,35,5,5
92,107,148,2,2
113,124,86,6,2
95,49,57,8,1
13,122,71,4,3
113,16,146,9,8
88,11,28,6,1
49,132,76,1,0
65,68,34,8,4
108,137,68,7,7
59,60,29,6,5
123,135,58,3,2
46,122,80,7,4
97,4,103,8,5
38,75,56,8,13
73,65,41,5,4
96,18,94,8,6
132,130,66,8,4
41,12,17,3,2
86,96,5,1,0
113,131,142,3,3
11,106,99,8,7
103,91,149,7,7
31,88,100,9,6
5,98,144,5,5
131,32,66,9,4
109,110,96,6,2
22,77,24,7,5
126,99,118,6,4
139,78,32,3,4
120,118,52,4,2
64,100,32,1,1
120,34,142,0,0
55,117,14,1,2
127,46,49,8,2
56,134,54,3,2
22,45,122,8,5
125,82,80,4,1
88,9,54,6,4
30,132,92,7,3
31,36,83,6,8
18,23,72,3,2
67,134,7,3,3
139,69,118,2,2
4,38,40,6,2
60,78,51,7,8
57,135,48,8,3
124,53,43,7,7
26,60,114,3,3
106,69,101,5,4
94,130,28,8,5
128,18,11,6,5
48,10,43,6,1
57,149,70,9,4
81,108,113,2,1
147,104,18,7,2
86,29,9,8,7
118,9,33,4,1
88,83,12,8,3
57,57,122,8,9
140,39,77,8,8
8,139,77,7,3
118,86,91,7,3
19,121,45,5,2
46,101,34,3,2
2,44,130,5,3
84,93,21,4,2
123,134,147,4,4
4,55,130,4,4
59,26,68,4,3
3,17,58,6,2
76,123,134,1,1
27,5,45,10,7
37,97,141,5,4
58,90,81,7,6
146,128,140,6,4
65,105,105,7,7
23,22,57,1,1
85,130,19,8,4
33,112,89,7,4
128,18,85,6,3
28,126,17,6,6
144,137,77,8,4
54,128,73,7,5
50,136,45,5,6
117,41,55,7,7
143,128,144,6,2
147,36,78,8,6
116,5,116,10,5
24,27,83,8,2
132,53,64,8,8
114,137,146,4,5
11,107,111,6,3
123,100,112,3,2
15,56,89,7,4
28,12,41,8,7
29,36,118,8,5
69,60,123,8,5
1,65,8,8,3
40,41,147,4,2
57,139,23,4,4
47,58,126,6,2
14,144,96,6,3
10,17,18,3,3
89,31,23,5,1
105,64,5,6,6
102,139,67,3,2
123,13,130,6,5
38,109,5,4,4
59,15,65,3,3
86,68,140,2,1
123,1,2,11,5
104,64,107,6,4
30,147,96,7,4
117,87,134,7,7
129,46,48,2,3
146,21,62,5,1
104,87,80,7,2
149,106,18,6,2
6,97,91,2,1
102,123,5,8,4
114,7,1,8,6
111,69,34,6,2
47,131,31,8,4
88,19,30,2,3
4,147,85,8,4
104,52,63,4,4
112,134,9,6,4
58,18,138,9,10
12,77,150,4,2
141,129,6,2,2
22,13,43,2,2
12,46,76,7,2
126,66,103,6,3
50,16,12,9,9
68,16,66,6,3
147,29,96,6,3
47,139,110,6,5
45,37,91,3,3
143,114,21,8,4
83,135,105,4,2
136,124,24,8,6
75,123,92,6,1
81,53,150,8,4
2,85,123,4,1
94,3,27,6,8
76,6,22,5,6
89,103,99,4,5
59,54,71,7,4
35,99,96,6,7
131,98,81,8,6
54,69,97,8,11
131,102,34,7,7
38,120,118,6,3
58,9,105,8,4
43,28,66,9,5
32,14,62,5,4
131,22,58,5,4
14,112,144,5,4
12,102,124,4,5
27,37,28,6,5
100,35,79,5,3
17,18,20,3,2
49,136,139,7,4
54,130,11,8,2
100,15,118,6,4
84,71,107,8,2
24,103,138,8,3
43,98,43,2,1
37,91,38,7,5
75,75,118,7,3
127,17,38,4,3
144,138,50,8,1
30,129,119,6,7
50,120,58,5,4
30,23,83,4,1
38,73,118,6,9
28,126,84,8,5
146,53,134,5,7
89,27,14,8,4
51,146,18,4,3
27,22,86,6,5
88,31,72,5,5
143,56,127,7,2
96,62,16,7,9
49,135,12,7,4
32,77,8,8,2
133,147,74,8,11
62,51,73,6,5
125,9,110,8,3
80,16,148,4,3
100,136,50,6,2
59,101,78,4,3
44,6,128,7,5
66,135,27,6,6
46,72,150,6,4
118,56,66,8,1
96,61,52,3,3
137,142,136,8,5
65,103,111,6,3
41,16,123,6,4
82,20,45,4,1
10,80,57,4,3
93,131,41,3,2
119,58,22,5,3
33,30,46,6,3
79,131,148,8,5
37,24,33,4,2
122,43,97,3,2
79,104,97,6,9
117,125,16,8,4
29,135,17,5,3
121,145,103,3,3
58,21,46,5,3
83,32,109,2,2
114,127,108,6,5
120,6,13,7,7
74,137,149,4,4
50,115,120,7,4
84,25,7,6,2
144,84,1,6,4
94,84,26,8,6
45,82,121,7,3
75,52,90,6,7
118,45,104,2,1
87,86,47,12,3
150,39,105,11,6
118,69,103,8,4
121,54,109,4,3
104,66,76,6,2
39,119,91,6,3
79,83,3,8,8
23,5,20,0,0
7,76,95,8,9
19,143,5,5,2
98,127,94,8,5
31,123,55,8,4
129,73,116,8,4
27,52,66,2,0
9,128,128,6,2
68,130,65,8,4
88,23,34,6,4
122,139,100,5,3
8,53,132,5,1
85,32,9,7,5
101,108,17,3,2
49,41,140,8,3
44,108,117,7,3
59,139,49,1,1
58,142,34,5,4
135,19,92,2,2
103,97,106,2,0
93,102,82,4,2
132,81,124,7,4
47,122,28,5,3
93,53,137,5,1
70,104,87,5,4
91,113,15,3,1
141,52,59,2,1
13,98,20,7,7
123,142,137,6,5
99,122,37,6,5
117,77,3,5,3
59,54,72,11,11
87,130,89,3,1
41,62,117,8,7
109,134,146,4,2
82,132,98,3,2
40,73,103,7,9
120,52,128,4,2
81,61,40,4,3
51,66,5,8,9
148,122,81,3,2
47,109,140,8,6
27,86,57,8,9
59,20,38,8,7
17,61,101,8,2
2,9,29,4,3
90,54,118,5,3
77,111,52,2,1
72,49,40,6,4
109,81,46,5,2
22,84,46,3,2
85,148,91,9,6
29,49,113,6,4
109,13,133,8,4
15,138,95,8,6
31,79,31,6,4
29,60,116,1,1
21,4,78,7,5
143,67,145,4,3
41,142,63,4,2
82,27,80,3,2
79,53,16,7,5
34,122,15,2,2
102,150,95,6,4
93,118,26,7,3
58,47,53,6,4
130,8,137,8,5
69,77,66,6,3
105,44,40,7,8
2,6,39,5,2
149,132,142,5,1
103,114,118,1,0
29,145,46,7,2
150,145,124,5,4
26,32,107,7,6
44,149,39,7,2
77,108,2,8,8
42,107,26,4,3
3,95,19,6,5
122,69,85,4,4
68,125,41,8,4
140,38,63,2,1
81,4,102,5,6
110,105,21,3,2
31,23,17,5,2
65,61,117,7,4
83,60,79,6,2
